hold_id,student_id,hold_type,hold_created_date,hold_removed_date,status,days_to_resolve
9689,3887,Academic Advising,2023-10-15,2023-11-11,Resolved,27.0
9690,3888,Financial,2023-09-09,2023-09-29,Resolved,20.0
9691,3889,Immunization,2023-09-18,,Active,
9692,3889,Financial,2023-09-06,2023-09-17,Resolved,11.0
9693,3891,Transcript,2023-10-03,2023-10-04,Resolved,1.0
9694,3891,Academic Advising,2023-09-05,2023-09-21,Resolved,16.0
9695,3892,Financial,2023-09-02,2023-09-07,Resolved,5.0
9696,3892,Transcript,2023-10-29,,Active,
9697,3894,Academic Advising,2023-09-25,2023-10-14,Resolved,19.0
9698,3899,Academic Advising,2023-09-08,,Active,
9699,3899,Transcript,2023-09-11,2023-09-24,Resolved,13.0
9700,3904,Financial,2023-09-05,2023-09-23,Resolved,18.0
9701,3909,Disciplinary,2023-10-22,2023-11-05,Resolved,14.0
9702,3909,Academic Advising,2023-09-22,2023-10-08,Resolved,16.0
9703,3910,Financial,2023-10-25,2023-11-23,Resolved,29.0
9704,3911,Financial,2023-10-20,2023-11-16,Resolved,27.0
9705,3912,Transcript,2023-09-10,2023-09-18,Resolved,8.0
9706,3919,Immunization,2023-10-28,2023-11-22,Resolved,25.0
9707,3927,Immunization,2023-09-20,2023-09-30,Resolved,10.0
9708,3927,Disciplinary,2023-10-03,2023-10-10,Resolved,7.0
9709,3934,Transcript,2023-10-16,2023-11-07,Resolved,22.0
9710,3934,Immunization,2023-09-17,2023-09-26,Resolved,9.0
9711,3935,Academic Advising,2023-10-06,2023-10-11,Resolved,5.0
9712,3935,Academic Advising,2023-09-06,2023-09-16,Resolved,10.0
9713,3936,Transcript,2023-10-13,2023-11-06,Resolved,24.0
9714,3936,Disciplinary,2023-09-28,2023-10-24,Resolved,26.0
9715,3938,Academic Advising,2023-09-04,2023-09-12,Resolved,8.0
9716,3939,Academic Advising,2023-10-02,2023-10-21,Resolved,19.0
9717,3942,Financial,2023-09-02,2023-09-28,Resolved,26.0
9718,3945,Financial,2023-10-11,2023-10-19,Resolved,8.0
9719,3946,Academic Advising,2023-09-17,2023-10-05,Resolved,18.0
9720,3948,Academic Advising,2023-10-24,2023-11-10,Resolved,17.0
9721,3948,Transcript,2023-10-02,2023-10-09,Resolved,7.0
9722,3951,Disciplinary,2023-10-30,2023-11-08,Resolved,9.0
9723,3955,Immunization,2023-10-22,2023-11-12,Resolved,21.0
9724,3955,Disciplinary,2023-10-20,2023-11-18,Resolved,29.0
9725,3956,Academic Advising,2023-09-17,2023-09-24,Resolved,7.0
9726,3959,Disciplinary,2023-10-24,,Active,
9727,3959,Financial,2023-09-16,2023-10-05,Resolved,19.0
9728,3963,Academic Advising,2023-10-04,2023-10-30,Resolved,26.0
9729,3966,Transcript,2023-09-21,2023-09-22,Resolved,1.0
9730,3972,Immunization,2023-09-11,2023-10-05,Resolved,24.0
9731,3973,Immunization,2023-09-14,2023-10-12,Resolved,28.0
9732,3973,Immunization,2023-09-22,2023-10-13,Resolved,21.0
9733,3975,Immunization,2023-09-24,2023-10-20,Resolved,26.0
9734,3975,Financial,2023-10-15,,Active,
9735,3977,Disciplinary,2023-09-10,2023-09-29,Resolved,19.0
9736,3977,Immunization,2023-09-24,2023-10-18,Resolved,24.0
9737,3980,Financial,2023-10-05,2023-10-11,Resolved,6.0
9738,3980,Transcript,2023-09-15,2023-10-08,Resolved,23.0
9739,3981,Immunization,2023-10-08,2023-11-06,Resolved,29.0
9740,3985,Transcript,2023-09-12,2023-10-09,Resolved,27.0
9741,3985,Transcript,2023-09-21,2023-09-30,Resolved,9.0
9742,3991,Academic Advising,2023-10-07,2023-10-28,Resolved,21.0
9743,3992,Academic Advising,2023-10-08,,Active,
9744,3992,Disciplinary,2023-10-07,,Active,
9745,3994,Immunization,2023-10-10,2023-10-31,Resolved,21.0
9746,3997,Immunization,2023-10-16,,Active,
9747,3997,Disciplinary,2023-09-15,2023-09-24,Resolved,9.0
